id,Artist,Title,Album,Year,Lyric
295,Coldplay,Daddy,Everyday Life,2019,daddy are you out there daddy won't you come and play daddy do you not care is there nothing that you wanna ay  pre i know you're hurting too but i need you i do daddy if you're out there daddy all i want to say   you're so far away oh you're so far away that's okay it's okay i'm okay   daddy are you out there daddy why'd you run away daddy are you okay look dad we got the same hair and daddy it's my birthday and all i wanna say   is you're so far away oh and you're so far away that's okay it's okay it's okay   ooh ooh ooh ooh ooh ooh ooh ooh you're so far away   won't you come and won't you stay please stay oh please stay won't you come and won't you stay one day just one day
296,Coldplay,Everyday Life,Everyday Life,2019,what in the world are we going to do look at what everybody's going through what kind of world do you want it to be am i the future or the history   'cause everyone hurts everyone cries everyone tells each other all kinds of lies everyone falls everybody dreams and doubts got to keep dancing when the lights go out   how in the world am i going to see you as my brother not my enemy   'cause everyone hurts everyone cries everyone sees the colour in each other's eyes everyone loves everybody gets their hearts ripped out got to keep dancing when the lights go out gonna keep dancing when the lights go out hold tight for everyday life hold tight for everyday life   at first light throw my arms out open wide hallelujah hallelujah halleluhallehallelujah hallelujah hallelujah halleluhallehallelujah yes
297,Coldplay,Sparks,Parachutes,2000,did i drive you away i know what you'll say you say oh sing one you know but i promise you this i'll always look out for you yeah that's what i'll do   i say oh i say oh   my heart is yours it's you that i hold on to yeah that's what i do and i know i was wrong but i won't let you down oh yeah i will yeah i will yes i will yeah i will   i said oh i cry oh   yeah i saw sparks yeah i saw sparks and i saw sparks yeah i saw sparks sing it out   la la la la oh la la la la oh la la la la oh la la la la oh
298,Coldplay,Up&Up,A Head Full of Dreams,2015,chris martin fixing up a car driving it again searching for the water hoping for the rain up and up up and up down upon the canvas working meal to meal waiting for a chance to pick your orange field up and up up and up see a pearl form a diamond in the rough see a bird soaring high above the flood it's in your blood it's in your blood underneath the storm an umbrella is saying sitting with the poison takes away the pain up and up up and up it's saying   chris martin were gonna get it get it together right now gonna get it get it together somehow gonna get it get it together and flower ohohohohohoh were gonna get it get it together i know gonna get it get it together and flow gonna get it get it together and go up and up and up   chris martin lying in the gutter aiming for the moon trying to empty out the ocean with a spoon up and up up and up how come people suffer how come people part how come people struggle how come people break your heart break your heart yes i wanna grow yes i want to feel yes i wanna know show me how to heal it up heal it up see the forest there in every seed angels in the marble waiting to be freed just need love just need love when the going is rough saying   chris martin were gonna get it get it together right now gonna get it get it together somehow gonna get it get it together and flower ohohohohohoh were gonna get it get it together i know gonna get it get it together and flow gonna get it get it together and go   chris martin and you can say what is or fight for it close your mind or take a risk you can say its mine and clench your fist or see each sunrise as a gift     jonny buckland   chris martin were gonna get it get it together right now gonna get it get it together somehow gonna get it get it together and flower ohohohohohoh were gonna get it get it together i know gonna get it get it together and flow gonna get it get it together and go up and up and were gonna get it get it together right now gonna get it get it together somehow gonna get it get it together and flower ohohohohohoh were gonna get it get it together i know gonna get it get it together and flow gonna get it get it together and go up and up and up     noel gallagher  interlude chris martin ohohoh ohoh whoa oh ohohoh ohoh whoa oh   chris martin fixing up a car to drive in it again when youre in pain when you think youve had enough dont ever give up don't ever give up  coda annabelle wallis believe in love
299,Coldplay,Trouble,Parachutes,2000,oh no i see a spider web is tangled up with me and i lost my head and thought of all the stupid things i'd said   oh no what's this a spider web and i'm caught in the middle so i turned to run and thought of all the stupid things i'd done   and i i never meant to cause you trouble and i i never meant to do you wrong and i well if i ever caused you trouble and oh no i never meant to do you harm   oh no i see a spider web and it's me in the middle so i twist and turn but here am i in my little bubble   singing that i never meant to cause you trouble i never meant to do you wrong and i well if i ever caused you trouble oh no i never meant to do you harm   they spun a web for me they spun a web for me they spun a web for me
300,Coldplay,Arabesque,Everyday Life,2019,chris martin i could be you you could be me two raindrops in the same sea you could be me i could be you two angles of the same view and we share the same blood  interlude   stromae will champion  chris martin comme deux gouttes deau on se ressemble comme provenant de la  me m re comme deux ruisseaux you could be me qui se rassemblent i could be you pour faire les grandes rivires and we share the same blood yeah we share the same blood  saxophone    chris martin and we share the same blood yeah we share the same blood  sample femi kuti music is the weapon music is the weapon of the future music is the weapon music is the weapon of the future music is the weapon music is the weapon of the future   chris martin same fucking blood same fucking blood
301,Coldplay,Hypnotised,Kaleidoscope [EP],2017,2017-03-02,been rusting in the rubble running to a faint need a brand new coat of paint found myself in trouble thinking about what ain't never gonna be a saint  pre  saying float like an eagle fall like the rain pouring to put out the pain oh again and again   now i'm hyp hypnotised yeah i trip when i look in your eyes oh i'm hyp hypnotized yeah i slip and i'm mesmerized   it's easy to be lethal i'm learning from the news it's a guidebook for the blues saying it's the very same steeple people want to choose they just see it from different views  pre  and threading the needle fixing my flame oh now i'm moved to exclaim oh again and again   how i'm hyp hypnotised yeah i trip when i look in your eyes oh i'm hyp hypnotized yeah i lift and i'm mesmerized   oh again and again oh i'm hyp hypnotised yeah i lift to a permanent high oh i'm hyp hypnotised it was dark now it's sunrise
302,Coldplay,All I Can Think About Is You,Kaleidoscope [EP],2017,one two three   fish fell out of water bird stuck on the ground chaos giving orders everything is upside down the whole world on a flight path i wonder where they'll go ah trouble's on the outside i know   but now all i can think about is you all i can think about is you if all that i'm on earth to do is  then what a lone poor shoe i want to walk in a two  piano    go it's all i can it's all i can it's all i can it's all i can do it's all i can do      everything is falling all around you it's all i can do all i can think about is you it's all i can all i can think about is you love is the only thing left that's true
303,Coldplay,Fly On,Ghost Stories Live 2014,2014,a flock of birds hovering above just a flock of birds that's how you think of love   and i always look up to the sky pray before the dawn cause they fly always sometimes they arrive sometimes they are gone they fly on   a flock of birds hovering above into smoke i'm turned and rise following them up   still i always look up to the sky pray before the dawn cause they fly away one minute they arrive next you know they're gone they fly on fly on   so fly on ride through maybe one day i'll fly next to you fly on ride through maybe one day i can fly with you fly on fly on fly on
304,Coldplay,Champion of the World,Everyday Life,2019,'otuto nke chukwu' gi nwa nke chukwu gini ka ina ekwu n'ihi ihe nile nke chukwu mere   chris martin i tried my best to be just like the other boys in school i tried my  best to get it right and died at every duel this mountainside is suicide this dream will never work still the sign upon my headstone write a champion of the world  interlude oh ohoh oh ohohoh oh oh   chris martin i tried my best to stay alight fly like a firework i tried my best at taking flight but my rocket ship reversed oh referee don't stop the fight everyone can see i'm hurt but i'll stand before conquistadors till i'm champion of the world   chris martin chris  will when i sail and when i sail i'm sailing west know i might fail knowing i might fail but still i'm hoping for the best in my dreams and in my dreams onto my chest she'll pin the colours and say i wandered the whole wide world but baby you're the best  interlude chris martin lo lololo lo oh eeyoeeyoeeyoeeyeah lo lololo lo   chris martin  will champion so i'm flying on my bicycle heading upwards from the earth i am jumping with no parachute out into the unii have et on my bicycle because giving up won't work now i'm riding on my rocketship and i'm champion of the world
305,Coldplay,Violet Hill,Viva La Vida or Death and All His Friends,2008,it was a long and dark december from the rooftops i remember there was snow white snow clearly i remember from the windows they were watching while we froze down below when the future's architectured by a carnival of idiots on show you'd better lie low if you love me won't you let me know   was a long and dark december when the banks became cathedrals and a fox became god priests clutched onto bibles hollowed out to fit their rifles and a cross was held aloft bury me in armor when i'm dead and hit the ground my nerves are poles that unfroze and if you love me won't you let me know   i don't want to be a soldier who the captain of some sinking ship would stow far below so if you love me why'd you let me go   i took my love down to violet hill there we sat in snow all that time she was silent still so if you love me won't you let me know if you love me won't you let me know
306,Coldplay,In My Place,A Rush of Blood to the Head,2002,in my place in my place were lines that i couldn't change i was lost oh yeah i was lost i was lost crossed lines i shouldn't have crossed i was lost oh yeah  hook yeah how long must you wait for it yeah how long must you pay for it yeah how long must you wait for it for it   i was scared i was scared tired and underprepared but i wait for it and if you go if you go and leave me down here on my own then i'll wait for you yeah  hook yeah how long must you wait for it yeah how long must you pay for it yeah how long must you wait for it for it   sing it please please please come back come sing to me to me me come on and sing it out now now come on and sing it out to me me come back come sing it   in my place in my place were lines that i couldn't change i was lost oh yeah oh yeah
307,Coldplay,Ink,Ghost Stories,2014,got a tattoo that said together thru life carved in your name with my pocket knife and you wonder when you wake up will it be alright ooooh ooh feels like there's something broken inside    all i know all i know is that i'm lost whenever you go all i know is that i love you so so much that it hurts   got a tattoo and the pain's alright oooh oooh just wanted a way of keeping you inside ooooh ooh    all i know all i know is that i'm lost in your fire below all i know is that i love you so so much that it hurts   i see the road begin to climb i see your stars begin to shine i see your colors and i'm dying of thirst all i know is that i love you so so much that it hurts oh yeah yeah yeah so much that it hurts so much that it hurts
308,Coldplay,Church,Everyday Life,2019,what can i tell you when i'm with you i'm walking on air watching you sleeping there yeah and what can't i get through when for everyone everywhere you're answering  every prayer   and when you're riding a wave oh won't you ride that wave to me when you're setting your sail oh can i be your seventh sea when you're riding a wave oh when you're riding a wave   'cause when i'm hurt then i'll go to your church 'cause when i'm hurt then i'll go to your church     when you're riding a wave oh won't you ride that wave to me when you're riding a wave  vocalizing in arabic by norah shaqur ooh ooh ooh ooh ooh ooh i worship in your church baby always i worship in your church all the seven days ooh ooh ooh i praise and praise ooh ooh ooh ooh ooh ooh
309,Coldplay,Shiver,Parachutes,2000,so i look in your direction but you pay me no attention do you i know you don't listen to me 'cause you say you see straight through me don't you  but on and on from the moment i wake 'til the moment i sleep i'll be there by your side just you try and stop me i'll be waiting in line just to see if you care  pre oh did you want me to change well i'll change for good and i want you to know that you'll always get your way i wanted to say   don't you shiver shiver sing it loud and clear i'll always be waiting for you   so you know how much i need you but you never even see me do you and is this my final chance of getting you  but on and on from the moment i wake 'til the moment i sleep i'll be there by your side just you try and stop me i'll be waiting in line just to see if you care if you care  pre oh did you want me to change well i'll change for good and i want you to know that you'll always get your way i wanted to say   don't you shiver don't you shiver sing it loud and clear i'll always be waiting for you   yeah i'll always be waiting for you yeah i'll always be waiting for you yeah i'll always be waiting for you for you i will always be waiting  final  and it's you i see but you don't see me and it's you i hear so loud and so clear i sing it loud and clear and i'll always be waiting for you   so i look in your direction but you pay me no attention and you know how much i need you but you never even see me
310,Coldplay,Strawberry Swing,Viva La Vida or Death and All His Friends,2008,they were sitting they were sitting on the strawberry swing every moment was so precious  they were sitting they were talking on the strawberry swing everybody was for fighting wouldn't wanna waste a thing  cold cold water bring me 'round now my feet won't touch the ground cold cold water what ya say   when it's such it's such a perfect day it's such a perfect day  i remember we were walking up to strawberry swing i can't wait 'til the morning wouldn't wanna change a thing  people moving all the time inside a perfectly straight line don't you wanna just curve away   when it's such it's such a perfect day it's such a perfect day    ah   now the sky could be blue i don't mind without you it's a waste of time  could be blue i don't mind without you it's a waste of time  well the sky could be blue could be grey without you i'm just miles away  well the sky could be blue i don't mind without you it's a waste of time
311,Coldplay,Always in My Head,Ghost Stories,2014,duction  i think of you i haven't slept i think i do but i don't forget  my body moves goes where i will but though i try my heart stays still  it never moves just won't be led so my mouth waters to be fed and you're always in my head  you're always in my head you're always in my head you're always in my head  you're always in my head always in my always in my  this i guess is to tell you you're chosen out from the rest
312,Coldplay,Midnight,Ghost Stories,2014,in the darkness before the dawn in the swirling of the storm when i'm rolling with the punches and hope is gone leave a light a light on   millions of miles from home in the swirling swimming on when i'm rolling with the thunder but bleed from thorns leave a light a light on leave a light a light on  leave a light a light on leave a light a light on   in the darkness before the dawn in the darkness before the dawn leave a light a light on leave a light a light on
313,Coldplay,Trouble in Town,Everyday Life,2019,chris martin trouble in town because they cut my brother down because my sister can't wear her crown there's trouble there's trouble in town bloodβ€…on the beat ohoh oh my goodness there's blood on the beat law of the jungle or the law of the street there's blood on there's blood on the beat   chris martin and i get no shelter and i get no peace and i never get released   chris martin trouble in town ohoh because they hung my brother brown because their system just keep you down there's trouble there's trouble in town   chris martin and i get no shelter and i get no peace and i just get more police eh and i get no comfort and i get no name everything is gettin' strange  interlude young men  police officer philip nace chris martin best friends what's that what's his name x standby sir alright is that x your middle name of course it's on a vehicle id right there must be some way you gettin' smart 'cause you'll be in a fucking car with him i'm telling you fucking smartass or it's gonna kick off someday i'm asking you what the x is is that your middle name of course what is it don't come back with the what is it fucking shit there must be some way talk to these fucking pigs on the street that way you ain't talking to me that way i don't talk to nobody in the streets i don't hang with nobody well then don't come to fucking philadelphia stay in jersey i have family out here everybody thinks they're a fucking lawyer and they don't know jack shit are you supposed to grab me like this grab you up i'll grab you any way i got to you're not protecting me by stopping me while i'm trying to go to work why don't you shut up     u mandela siyamthanda futhi uyaziwa yonk' indawo jikelele jikelele jikelele jikelele jikelele jikelele jikelele jikelele jikelele
314,Coldplay,O,Ghost Stories,2014 ,piano    a flock of birds hovering above just a flock of birds that's how you think of love   and i always look up to the sky pray before the dawn 'cause they fly away sometimes they arrive sometimes they are gone they fly on   a flock of birds hovering above into smoke i'm turned and rise following 'em up  4 still i always look up to the sky pray before the dawn 'cause they fly away one minute they arrive next you know they're gone they fly on fly on oh ohhhh   so fly on ride through maybe one day i'll fly next to you fly on ride through maybe one day i can fly with you fly on fly on fly on  ambient  don't ever let go don't ever let go don't ever let go don't ever let go
315,Coldplay,True Love,Ghost Stories,2014 ,for a second i was in control i had it once i lost it though and all along the fire below would rise and i wish you could have let me know what's really going on below i've lost you now you let me go but one last time   tell me you love me if you don't then lie lie to me   remember once upon a time when i was yours and you were blind the fire would sparkle in your eyes and mine   so tell me you love me if you don't then lie lie to me just tell me you love me if you don't then lie lie to me if you don't then lie lie to me   and call it true call it true love call it true call it true love
316,Coldplay,A Rush of Blood to the Head,A Rush of Blood to the Head,2002, he said i'm gonna buy this place and burn it down i'm gonna put it six feet underground he said i'm gonna buy this place and watch it fall stand here beside me baby in the crumbling walls  oh i'm gonna buy this place and start a fire stand here until i fill all your heart's desires because i'm gonna buy this place and see it burn and do back the things it did to you in return  oooh oooh oooh oooh  said i'm gonna buy a gun and start a war if you can tell me something worth fighting for oh and i'm gonna buy this place that's what i said blame it upon a rush of blood to the head  hook honey all the movements you're starting to make see me crumble and fall on my face and i know the mistakes that i made see it all disappear without trace and they call as they beckon you on they say start as you mean to go on start as you mean to go on   he said i'm gonna buy this place and see it go stand here beside me baby watch the orange glow some will laugh and some just sit and cry but you just sit down there and you wonder why  so i'm gonna buy a gun and start a war if you can tell me something worth fighting for and i'm gonna buy this place that's what i said blame it upon a rush of blood to the head oh to the head oh  hook honey all the movements you're starting to make see me crumble and fall on my face and i know the mistakes that i made see it all disappear without a trace and they call as they beckon you on they say start as you mean to go on as you mean to go on as you mean to go on   so meet me by the  oh meet me by the lane when am i going to see that pretty face again  meet me on the road meet me where i said blame it all upon a rush of blood to the head
317,Coldplay,Green Eyes,A Rush of Blood to the Head,2002, honey you are a rock upon which i stand and i come here to talk i hope you understand  that green eyes yeah the spotlight shines upon you and how could anybody deny you   i came here with a load and it feels so much lighter now i've met you and honey you should know that i could never go on without you green eyes   honey you are the sea upon which i float and i came here to talk i think you should know  that green eyes you're the one that i wanted to find and anyone who tried to deny you must be out of their minds   because i came here with a load and it feels so much lighter since i've met you and honey you should know that i could never go on without you green eyes green eyes   honey you are a rock upon which i stand
318,Coldplay,Every Teardrop Is a Waterfall,iTunes Festival: London 2011,2011,i turn the music up i got my records on i shut the world outside until the lights come on maybe the streets alight maybe the trees are gone i feel my heart start beating to my favorite song and all the kids they dance all the kids all night until monday morning feels another life i turn the music up i'm on a roll this time and heaven is in sight   i turn the music up i got my records on from underneath the rubble sing a rebel song don't want to see another generation drop i'd rather be a comma than a full stop maybe i'm in the black maybe i'm on my knees maybe i'm in the gap between the two trapezes but my heart is beating and my pulses start cathedrals in my heart  pre as we saw oh this light i swear you emerge blinking into to tell me it's alright as we soar walls every siren is a symphony   and every tear's a waterfall is a waterfall oh is a waterfall ohohoh is a is a waterfall every tear is a waterfall ohohoh   so you can hurt hurt me bad but still i'll raise the flag   oh it was a wawawawawaterfall a wawawawawaterfall every tear every tear every teardrop is a waterfall every tear every tear every teardrop is a waterfall every tear every tear every teardrop is a waterfall every tear every tear every teardrop is a waterfall every tear every tear every teardrop is a waterfall
319,Coldplay,Charlie Brown,Mylo Xyloto,2011,oooo wooo   stole a key took a car downtown where the lost boys meet took a car downtown and took what they offered me to set me free i saw the lights go down at the end of the scene saw the lights go down and standing in front of me  hook oooooooooo   in my scarecrow dreams when they smash my heart into smithereens be a bright red rose come bursting through concrete be a cartoon heart light a fire a fire a spark light a fire a flame in my heart well run wild well be glowing in the dark  hook oooooooooo well be glowing in the dark awooawooooo   all the boys all the girls all that matters in the world all the boys all the girls all the madness that occurs all the highs all the lows as the room aspinning goes well run riot well be glowing in the dark  hook oooooooooo   so well soar luminous and wired well be glowing in the dark
320,Coldplay,Fun,A Head Full of Dreams,2015,chris martin i know it's over before she says i know the falls that the water face i know it's over an ocean awaits for a storm the sun on snow rivers in rain crystal ball can foresee a change and i know it's over a parting of ways and it's done  pre chris martin but didn't we have fun don't say it was all a waste didn't we have fun ohooohooh    chris martin from the top of the world top of the waves we said forever forever always we could have been lost we would have been saved oh i now we're stopping the world stopping its spin but come on don't give up don't say we give in don't say it's over don't say we're done oh didn't we have fun woooohoohooh woooohoohooh oh didn't we have fun   chris martin with tove lo i know it's over before she says know someone else has taken your place i know it's over icarus says to the sun the sword sinks in lightning strikes and two force two forces collide and fight til it's over fight til it's done ahahah  pre chris martin with tove lo but didn't we have fun don't say it was all a waste didn't we have fun ohooohooh    chris martin  tove lo from the top of the world top of the waves we said forever forever always we could have been lost we would have been saved oh i now we're stopping the world stopped it in its tracks but nothing's too broken to find a way back so before it's over before you run ah didn't we have fun   chris martin with tove lo 'cause you and me we were always meant to always meant to be we were always meant to always meant to you and me we were always meant to always meant to be   chris martin  tove lo ohohohoh ohohohoh oh didn't we have fun ohohohoh ohohohoh oh didn't we have fun   chris martin  tove lo but then maybe we could again
321,Coldplay,Speed of Sound,X&Y,2005,how long before i get in before it starts before i begin how long before you decide before i know what it feels like where to where do i go if you never try then you'll never know how long do i have to climb up on the side of this mountain of mine   look up i look up at night planets are moving at the speed of light climb up up in the trees every chance that you get is a chance you seize how long am i gonna stand with my head stuck under the sand i'll start before i can stop before i see things the right way up  hook all that noise and all that sound all those places i got found and birds go flying at the speed of sound to show you how it all began birds came flying from the underground if you could see it then you'd understand   ideas that you'll never find all the inventors could never design the buildings that you put up japan and china all lit up the sign that i couldn't read or a light that i couldn't see some things you have to believe but others are puzzles puzzling me  hook all that noise and all that sound all those places i got found and birds go flying at the speed of sound to show you how it all began birds came flying from the underground if you could see it then you'd understand  ah when you see it then you'll understand   all those signs i knew what they meant some things you can invent some get made and some get sent  hook birds go flying at the speed of sound to show you how it all began birds came flying from the underground if you could see it then you'd understand ah when you see it then you'll understand
322,Coldplay,Amazing Day,A Head Full of Dreams,2015,we sat on a roof named every star shared every bruise and showed every scar hope has its proof put your hand in mine life has a beautiful crazy design   and time seemed to say forget the world and its weight and here i just wanna stay amazing day amazing day   we sat on a roof named every star you showed me a place where you can be who you are   and the view the whole milky way in your eyes i drifted away and in your arms i just wanna sway amazing day amazing day amazing day amazing day  ohohohoh ohohohoh ohohohoh ohohohoh ohohohoh ohohohoh ohohohoh oooh   and i asked can the birds in poetry chime can there be breaks in the chaos sometimes oh thanks god mustve heard when i prayed cause now i always want to feel this way   amazing day amazing day amazing day amazing day yeah today
323,Coldplay,A Head Full of Dreams,A Head Full of Dreams,2016,ambience  oh i think i landed in a world i hadn't seen when i'm feeling ordinary when i don't know what i mean oh i think i landed where there are miracles at work for the thirst and for the hunger come the conference of birds   saying it's true it's not what it seems leave your broken windows open and in the light just streams and you get a head a head full of dreams you can see the change you wanted be what you want to be and you get a head a head full of dreams into life ive just been spoken with a head full a head full of dreams   oh i think i landed where there are miracles at work when you got me openhanded when you got me lost for words i sing ohohoh   a head full of dreams a head full of dreams into life ive just been woken with a head full a head full of dreams
324,Coldplay,Christmas Lights,Live From Spotify London,2010,christmas night another fight tears we cried a flood got all kinds of poison in of poison in my blood i took my feet to oxford street tryna right a wrong just walk away those windows say but i can't believe she's gone  refrain when you're still waiting for the snow to fall doesn't really feel like christmas at all   up above candles on air flicker oh they flicker and they float but i'm up here holding on to all those chandeliers of hope like some drunken elvis singing i go singing out of tune saying how i always loved you darling and i always will  refrain oh when you're still waiting for the snow to fall doesn't really feel like christmas at all still waiting for the snow to fall it doesn't really feel like christmas at all    those christmas lights light up the street down where the sea and city meet may all your troubles soon be gone oh christmas lights keep shining on    those christmas lights light up the street maybe they'll bring her back to me then all my troubles will be gone oh christmas lights keep shining on   ohohohoh ohohohoh    oh christmas lights light up the street light up the fireworks in me may all your troubles soon be gone those christmas lights keep shining on
325,Coldplay,Warning Sign,A Rush of Blood to the Head,2002,a warning sign i missed the good part then i realized i started looking and the bubble burst i started looking for excuses  pre come on in i've gotta tell you what a state i'm in i've gotta tell you in my loudest tones that i started looking for a warning sign   when the truth is i miss you yeah the truth is that i miss you so   a warning sign it came back to haunt me and i realized that you were an island and i passed you by and you were an island to discover  pre come on in i've gotta tell you what a state i'm in i've gotta tell you in my loudest tones that i started looking for a warning sign   when the truth is i miss you yeah the truth is that i miss you so and i'm tired i should not have let you go   so i crawl back into your open arms yes i crawl back into your open arms and i crawl back into your open arms yes i crawl back into your open arms
326,Coldplay,Amsterdam,A Rush of Blood to the Head,2002,2002-08-26,come on oh my star is fading and i swerve out of control if i if i'd only waited i'd not be stuck here in this hole   come here oh my star is fading and i swerve out of control and i swear i waited and waited i've got to get out of this hole   but time is on your side it's on your side now not pushing you down and all around it's no cause for concern   come on oh my star is fading and i see no chance of release and i know i'm dead on the surface but i am screaming underneath   and time is on your side it's on your side now not pushing you down and all around it's no cause for concern   stuck on the end of this ball and chain and i'm on my way back down again stood on a  tied to a noose sick to the stomach you can say what you mean but it won't change a thing i'm sick of the secrets stood on the edge tied to a noose and you came along and you cut me loose you came along and you cut me loose you came along and you cut me loose
327,Dua Lipa,IDGAF,Dua Lipa,2017,you call me all friendly tellin' me how much you miss me that's funny i guess you've heard my songs well i'm too busy for your business go find a girl who wants to listen 'cause if you think i was born yesterday you have got me wrong  pre so i cut you off i don't need your love 'cause i already cried enough i've been done i've been movin' on since we said goodbye i cut you off i don't need your love so you can try all you want your time is up i'll tell you why   you say you're sorry but it's too late now so save it get gone shut up 'cause if you think i care about you now well boy i don't give a fuck   i remember that weekend when my best friend caught you creepin' you blamed it all on the alcohol so i made my decision 'cause you made your bed sleep in it play the victim and switch your position i'm through i'm done  pre so i cut you off i don't need your love 'cause i already cried enough i've been done i've been movin' on since we said goodbye i cut you off i don't need your love so you can try all you want your time is up i'll tell you why   you say you're sorry but it's too late now so save it get gone shut up 'cause if you think i care about you now well boy i don't give a fuck  post i see you tryna get to me i see you beggin' on your knees boy i don't give a fuck so stop tryna get to me tch get up off your knees 'cause boy i don't give a fuck   about you no i don't give a damn you keep reminiscin' on when you were my man but i'm over you now you're all in the past you talk all that sweet talk but i ain't comin' back  breakdown cut you off i don't need your love so you can try all you want your time is up i'll tell you why i'll tell you why   you say you're sorry but it's too late now so save it get gone shut up too late now 'cause if you think i care about you now well boy i don't give a fuck boy i don't give a  post i see you tryna get to me i see you beggin' on your knees boy i don't give a fuck so stop tryna get to me get to me tch get up off your knees 'cause boy i don't give a fuck
328,Dua Lipa,Blow Your Mind (Mwah),Dua Lipa,2016,i know it's hot i know we've got something that money can't buy fighting in fits biting your lip loving 'til late in the night  pre tell me i'm too crazy you can't tame me can't tame me tell me i have changed but i'm the same me old same me inside hey   if you don't like the way i talk then why am i on your mind if you don't like the way i rock then finish your glass of wine we fight and we argue you'll still love me blind if we don't fuck this whole thing up guaranteed i can blow your mind mwah  post and tonight i'm alive ain't no dollar sign guaranteed i can blow your mind mwah and tonight i'm alive ain't no dollar sign guaranteed i can blow your mind mwah mwah mwah mwah mwah   yeah i'm so bad best that you've had i guess you're diggin' the show open the door you want some more when you wanna leave let me know  pre tell me i'm too crazy you can't tame me can't tame me tell me i have changed but i'm the same me old same me inside hey   if you don't like the way i talk then why am i on your mind if you don't like the way i rock then finish your glass of wine we fight and we argue you'll still love me blind if we don't fuck this whole thing up guaranteed i can blow your mind mwah  post and tonight i'm alive ain't no dollar sign guaranteed i can blow your mind mwah and tonight i'm alive ain't no dollar sign guaranteed i can blow your mind mwah  breakdown and tonight i'm alive ain't no dollar sign guaranteed i can blow your mind mwah hey and tonight i'm alive ain't no dollar sign guaranteed i can blow your mind hey  pre tell me i'm too crazy you can't tame me can't tame me tell me i have changed but i'm the same me old same me inside hey mwah   if you don't like the way i talk then why am i on your mind if you don't like the way i rock then finish your glass of wine we fight and we argue you'll still love me blind if we don't fuck this whole thing up guaranteed i can blow your mind mwah  post and tonight i'm alive ain't no dollar sign guaranteed i can blow your mind mwah and tonight i'm alive ain't no dollar sign guaranteed i can blow your mind mwah
329,Dua Lipa,Be the One,Dua Lipa,2015,i see the moon i see the moon i see the moon oh when you're looking at the sun i'm not a fool i'm not a fool not a fool no you're not fooling anyone  pre oh but when you're gone when you're gone when you're gone oh baby all the lights go out thinking oh that baby i was wrong i was wrong i was wrong come back to me baby we can work this out   oh baby come on let me get to know you just another chance so that i can show that i won't let you down and run no i won't let you down and run 'cause i could be the one i could be the one i could be the one i could be the one   i see in blue i see in blue i see in blue oh when you see everything in red there is nothing that i wouldn't do for you do for you do for you oh 'cause you got inside my head  pre oh but when you're gone when you're gone when you're gone oh baby all the lights go out thinking oh that baby i was wrong i was wrong i was wrong come back to me baby we can work this out   oh baby come on let me get to know you just another chance so that i can show that i won't let you down and run no i won't let you down and run 'cause i could be the one i could be the one i could be the one   be the one be the one be the one be the one be the one be the one i could be the one be the one be the one be the one be the one be the one be the one i could be the one be the one be the one be the one be the one be the one be the one i could be the one be the one be the one be the one be the one be the one be the one will you be mine   oh baby come on let me get to know you just another chance so that i can show that i won't let you down and run no i won't let you down and run 'cause i could be the one i could be the one i could be the one
330,Dua Lipa,Break My Heart,Future Nostalgia,2020,i've always been the one to say the first goodbye had to love and lose a hundred million times had to get it wrong to know just what i like now i'm falling you say my name like i have never heard before i'm indecisive but this time i know for sure i hope i'm not the only one that feels it all are you falling  pre centre of attention you know you can get whatever you want from me whenever you want it baby it's you in my reflection i'm afraid of all the things it could do to me if i would've known it baby   i would've stayed at home 'cause i was doing better alone but when you said hello i knew that was the end of it all i should've stayed at home 'cause now there ain't no letting you go am i falling in love with the one that could break my heart oh no i was doing better alone but when you said hello i knew that was the end of it all i should've stayed at home 'cause now there ain't no letting you go am i falling in love with the one that could break my heart   i wonder when you go if i stay on your mind two can play that game but you win me every time everyone before you was a waste of time yeah you got me  pre centre of attention you know you can get whatever you want from me whenever you want it baby it's you in my reflection i'm afraid of all the things it could do to me if i would've known it baby   i would've stayed at home 'cause i was doing better alone but when you said hello i knew that was the end of it all i should've stayed at home i would've stayed at home 'cause i 'cause now there ain't no letting you go am i falling in love with the one that could break my heart oh no i was doing better alone but when you said hello i knew that was the end of it all i should've stayed at home 'cause now there ain't no letting you go am i falling in love with the one that could break my heart   ooh break my heart ooh break my heart ooh am i falling in love with the one that could break my heart   i would've stayed at home 'cause i was doing better alone but when you said hello i knew that was the end of it all i should've stayed at home i would've stayed at home 'cause i 'cause now there ain't no letting you go am i falling in love with the one that could break my heart oh no oh no i was doing better alone but when you said hello i knew that was the end of it all i should've stayed at home 'cause now there ain't no letting you go am i falling in love with the one that could break my heart
